iter,prevalence,prob_nonhome,los_red,cost_inpt,cost_irf,cost_snf,cost_ltch,cost_intervention,delta_cost_per_patient,bed_days_saved_per_10K
2132,0.162246,0.802915,1.20658,2131.958036,953.832887,622.828206,1591.178302,42.655179,410.437461357134,1957.6281072136621
2133,0.161842,0.805683,2.433132,2343.430785,2431.207924,285.582613,1775.584575,86.736605,908.7627570253419,3937.8177895072536
2134,0.162301,0.805355,1.208976,3388.146552,1712.689356,402.189037,2149.355684,112.881218,646.4958395227252,1962.1837459257342
2135,0.16213,0.802068,2.144516,1938.222097,1690.87528,771.738096,2109.138295,61.211472,663.9786461962955,3476.912633201543
2136,0.16273,0.804864,1.645578,3022.130996,1709.029167,349.633603,1894.726304,47.567907,801.5394679316482,2677.846142807072
2137,0.162621,0.805773,0.623803,2667.960555,1330.672409,603.139515,940.230676,30.832797,265.6324194424005,1014.4320426906648
2138,0.162968,0.804005,1.212128,2029.351522,1582.00146,437.712775,1041.809472,23.428212,397.0568256651795,1975.3841392952384
2139,0.162775,0.805121,1.392692,1375.608773,1117.608118,510.911687,1665.38314,104.888444,294.77058965419,2266.9511308226465
2140,0.161886,0.808019,1.366559,2754.37252,2207.331365,405.482459,1329.825424,64.903445,598.8336449133512,2212.266472756836
2141,0.16177,0.806791,0.639449,2246.276507,848.438063,639.83521,869.139609,190.998875,201.46546433156,1034.4381571634392
2142,0.161446,0.805081,1.10537,1516.119726,2058.540613,561.586108,1804.449718,238.827539,232.0059063889428,1784.5803339212105
2143,0.161806,0.80499,1.836106,1707.122883,1174.531077,619.17882,877.659786,65.809389,496.52704983755723,2970.93686980492
2144,0.162254,0.806607,0.222798,2138.430893,1828.637196,645.634226,1267.13159,176.963399,48.590757957881756,361.49729444615286
2145,0.162187,0.805379,1.517033,2617.437953,1830.945407,611.038339,2138.770843,145.179103,620.4574970080762,2460.435416309243
2146,0.161642,0.80447,1.590627,1270.865963,1860.750203,518.400862,3781.419665,34.838057,321.1245073220588,2571.127269512076
2147,0.162205,0.805453,0.143155,1869.084427,1595.645702,526.328387,1657.487628,257.616698,1.6142045379470475,232.20353721690074
2148,0.162213,0.804113,0.685964,1932.443414,1801.543265,401.368282,1675.892573,130.833413,193.80431609572145,1112.7217102473614
2149,0.16217,0.804459,0.861713,3311.176836,1224.495519,489.187889,2726.492435,70.8125,451.2333648725483,1397.4397780724414
2150,0.161785,0.806279,1.437989,2797.700717,1903.821578,584.738202,1686.127983,32.704159,645.5816109744621,2326.4556477797646
2151,0.162755,0.803417,1.003694,1588.918311,648.411423,444.489676,2475.733759,125.575824,239.12198138538446,1633.5647781168946
2152,0.162031,0.80393,0.72454,4503.907108,1540.180075,484.584203,2559.068261,107.780589,511.2857541818927,1173.9797031653516
2153,0.162024,0.803728,1.039634,2202.697206,1191.579225,298.004233,1942.173079,24.513042,367.0623235156512,1684.453111115576
2154,0.161708,0.804943,1.216934,1787.907697,1632.819867,390.883629,1415.267443,199.129348,319.6369801869667,1967.8740036384852
2155,0.162893,0.802581,0.919424,2750.348147,1263.175958,535.682244,2705.701038,163.285031,385.31592460851266,1497.6792814736107
2156,0.162278,0.805599,1.812806,2622.617432,1745.307282,519.329491,1499.686856,318.143293,719.8914644434055,2941.790943236976
2157,0.161851,0.805224,1.016969,2925.39586,1373.516906,557.008419,2497.394588,205.360919,448.274265511238,1645.9724138713707
2158,0.162152,0.80332,1.37047,3020.346468,1442.533297,819.256722,1462.176679,83.240848,657.698989890392,2222.25068168468
2159,0.162356,0.803648,0.471206,2813.226423,1944.367706,520.549146,1774.523189,178.875242,186.17913781060315,765.0312064844422
2160,0.162121,0.806623,1.181588,2558.863818,1575.130146,424.845865,1890.189029,324.455953,437.5753292614217,1915.6019108363146
2161,0.162488,0.805737,0.746534,1725.370197,2180.398108,510.945763,1027.440777,175.597359,180.75950911750846,1213.0262655420322
2162,0.161757,0.804279,0.74734,2601.023852,803.190393,984.822051,2713.039597,96.253375,298.8611987970103,1208.8733193564117
2163,0.161919,0.804034,1.770732,2691.50526,1649.361708,493.053836,1406.898143,139.990516,749.0282975642483,2867.151825112502
2164,0.162282,0.80532,0.670766,1836.11611,790.537131,264.845668,1734.019861,81.752507,186.59974040944667,1088.5295938191143
2165,0.162772,0.807776,0.743296,1873.170277,935.980504,910.830802,3434.415659,72.791093,214.78273387420188,1209.8798644114806
2166,0.161899,0.806521,0.135501,1712.300523,681.675582,550.935436,1723.384399,86.501417,23.559146980581644,219.37535406600472
2167,0.162173,0.804023,0.557486,3270.745851,2270.157489,415.864659,2418.32999,33.445494,290.28191973933895,904.0931204670187
2168,0.162369,0.804034,0.151478,3907.056163,1533.481676,448.006198,2533.318554,122.61022,76.18727245914721,245.95335090195314
2169,0.162055,0.804031,1.589238,2985.276024,817.239689,398.518102,1797.105736,195.944616,737.0878505920182,2575.446046778021
2170,0.161691,0.804332,1.183997,2188.088746,1608.220921,317.344805,1838.603449,175.979241,390.4378464310848,1914.4203421013342
2171,0.163159,0.806659,1.402994,3021.339587,1906.035628,699.97623,1879.714803,87.163751,677.3965600098003,2289.1108005371893
2172,0.161746,0.803277,1.232408,2972.626857,1851.2592,782.049371,2303.062892,91.258763,577.7951385904605,1993.3746706289962
2173,0.16226,0.805957,0.520339,1846.631766,733.427305,639.628639,2373.151411,71.218,144.3554805266259,844.3010275695949
2174,0.16181,0.804974,1.408462,1586.630263,1934.746237,368.880581,2039.257459,100.765392,345.29267493773483,2279.028100760022
2175,0.162076,0.804135,0.903622,1429.898419,2045.248723,452.382226,1633.962761,70.662914,197.96304165725311,1464.5500229552977
2176,0.162127,0.804776,1.290128,1762.281848,2127.074605,738.623261,1986.111115,166.005816,341.6938800750964,2091.6516695847868
2177,0.161693,0.806209,0.0,2334.244462,1295.002983,375.93007,2040.260179,13.19501,-2.133541534460788,0.0
2178,0.162958,0.807277,0.403097,2868.365219,1753.761964,368.205836,2349.328939,16.098671,185.7936055407205,656.8794459456253
2179,0.163148,0.804234,0.647518,2288.128155,834.206658,679.760353,2158.106424,98.393487,225.66754891987475,1056.4102747290226
2180,0.162203,0.804762,1.153017,2942.141815,1937.097233,524.668982,3663.602562,50.49575,542.0584047185331,1870.2327019099785
2181,0.161972,0.806772,0.212487,1917.600418,2127.997323,800.032497,1796.248835,3.724597,65.39473374330079,344.1697913041382
2182,0.162263,0.806441,2.136912,2601.735933,825.637199,633.855318,821.306871,101.032118,885.7372867598691,3467.4198223398803
2183,0.161934,0.806046,1.63136,2554.859784,2410.415831,541.540488,2699.530746,22.665769,671.2521384724553,2641.720274775504
2184,0.162352,0.80513,1.650796,4089.48326,1469.273245,346.890311,1586.28695,233.00334,1058.1969967431519,2680.107963576394
2185,0.161826,0.807105,1.718634,1669.942047,1183.389236,819.973326,2024.092569,89.014886,450.0399862804929,2781.2039828368756
2186,0.162082,0.803282,1.272452,4087.622825,1364.774512,708.259869,2115.233565,29.225202,838.2996236303211,2062.4126387414176
2187,0.161803,0.80545,0.435886,3804.128585,1762.166817,609.788942,2960.481438,65.378234,257.7177830750745,705.276324884354
2188,0.162168,0.804918,1.229272,1688.452197,1353.133699,695.845149,2214.107362,156.478101,311.2149210894118,1993.486504868862
2189,0.162091,0.804952,0.75384,2323.790006,1229.476167,431.667458,916.568388,87.540029,269.75702570670376,1221.9112685206117
2190,0.161846,0.802544,0.884051,3377.885071,1031.697284,467.017125,1840.874683,145.092819,459.8268347820664,1430.8053363313977
2191,0.162473,0.805045,1.427703,1310.046933,1026.889997,294.791867,1733.097893,17.172866,301.09173818565273,2319.625739660883
2192,0.162106,0.804016,0.718383,1769.848011,1293.275599,546.260516,1003.101142,151.219891,181.59284168775855,1164.5437335768086
2193,0.162004,0.803892,0.692176,947.215283,1101.268766,370.797559,1339.615881,164.518772,79.56364091649807,1121.3540119899424
2194,0.162139,0.806522,1.480502,2907.195442,992.271309,430.186829,3996.63799,89.109924,683.4164637049926,2400.47387369939
2195,0.162647,0.804935,0.590573,1251.323644,1391.015242,248.620091,1830.19382,264.606988,77.1583573836753,960.550051255223
2196,0.162659,0.803313,0.845318,2135.954718,1903.991935,745.804037,841.446408,288.91153,246.69711765363886,1374.9882287454623
2197,0.161946,0.804917,0.95794,2592.477158,965.767293,640.508968,2733.477384,42.421468,395.3127238339565,1551.3452494429473
2198,0.163336,0.807123,1.290416,1538.034028,1708.897777,291.562475,1158.050233,142.337794,300.92506484552143,2107.7165441751768
2199,0.162157,0.806213,1.365693,3894.589282,1371.78928,674.632033,1967.601258,184.70445,832.5328367500191,2214.569870096175
2200,0.161922,0.80139,0.66779,2758.920906,1797.007639,431.563994,1929.888676,173.435504,270.2396042324978,1081.3020963005033
2201,0.162405,0.807797,0.163435,2968.660298,1624.418868,347.6197,1360.030334,41.526599,72.05210475925624,265.42697476223015
2202,0.161557,0.804247,1.639769,2289.003701,1154.274412,375.51323,2263.952723,62.747039,596.2566260691347,2649.1606230446578
2203,0.161927,0.805791,0.0,2414.814738,1678.774314,551.116533,1890.733623,243.919473,-39.49710859630225,0.0
2204,0.162187,0.804643,1.203143,1947.193597,1627.609704,735.575752,2047.553283,189.802561,349.179818561784,1951.3379072657788
2205,0.162768,0.803688,0.976403,2026.438769,1933.486002,292.320713,2754.668659,44.513971,314.81095159692245,1589.2728356715056
2206,0.161637,0.804561,1.130815,1907.800592,1422.446687,688.590531,1357.07531,41.374781,342.0222034661798,1827.8109423432566
2207,0.161442,0.805172,1.154295,1608.973177,2071.176537,444.492896,1551.359529,101.691108,283.4171045709752,1863.5132530657024
2208,0.162298,0.803946,0.881106,1988.463241,1514.513746,598.808843,1629.110931,59.235754,274.73919057688556,1430.0138957475979
2209,0.162149,0.801206,0.958229,1399.501667,1027.104258,323.101481,1721.267178,62.372369,207.335889833967,1553.7640478471874
2210,0.162566,0.804431,1.16668,4097.149214,2216.875116,393.92998,2358.834342,70.194143,765.6631014644122,1896.621825151454
2211,0.161503,0.805083,1.133456,1921.369932,1161.113731,442.161736,1929.509821,21.231637,348.2896649144873,1830.561748784322
2212,0.162369,0.804985,0.0,1828.697167,1554.93765,394.851957,1548.139515,47.629049,-7.73347965834014,0.0
2213,0.161988,0.802665,0.965527,2125.031178,1119.731177,619.609086,2398.140369,332.212675,278.54850144846347,1564.0379897759383
2214,0.162697,0.805697,1.399941,2523.26235,1054.506013,469.958762,2488.431249,96.751017,558.9714994529259,2277.6567747874706
2215,0.162267,0.80537,0.638963,1727.515425,1772.24039,429.924262,2359.468085,120.702884,159.5266535726962,1036.822516164843
2216,0.161715,0.806917,1.231314,2532.599151,949.690271,537.808715,2475.556129,63.35876,494.0505521532491,1991.2216434317527
2217,0.161842,0.804762,1.510487,1639.542464,1416.117526,530.109175,1569.448541,158.432544,375.16191143821607,2444.6024463620192
2218,0.161802,0.805684,1.046705,1579.944539,1530.412212,529.807195,2009.263079,106.985917,250.26755926183122,1693.5917892057334
2219,0.162194,0.806538,1.061975,2951.954079,2309.037893,562.124346,1120.49945,52.129355,500.00770486768954,1722.461708931424
2220,0.162817,0.803294,0.321671,1911.794378,1401.964533,943.44602,2102.328959,34.49112,94.51130110732497,523.7332413476685
2221,0.161629,0.806038,0.953438,1970.122416,1584.345219,364.225244,1854.498314,184.744354,273.7416495123128,1541.029261657708
2222,0.162115,0.805459,1.248855,1267.936304,1625.653576,440.566738,1884.544646,86.828913,242.62834051971203,2024.5862501434394
2223,0.160929,0.804839,0.781522,2521.236302,2080.269088,547.723131,2146.400749,64.72141,306.6802150792849,1257.6996363718463
2224,0.162909,0.80488,0.806983,2001.603025,1219.350809,564.68541,2186.261648,46.628833,255.5446493123958,1314.650919112624
2225,0.16271,0.805368,1.259541,2948.546156,1907.769407,392.023455,1720.049501,86.02709,590.278670167003,2049.403799535958
2226,0.162503,0.803483,1.17789,2959.372966,934.865314,424.998467,1908.456466,49.376777,558.4322032664371,1914.1084796938023
2227,0.161843,0.804003,1.233068,2303.8398,1052.184849,571.507245,1663.292756,83.978115,446.1708404055065,1995.63400004782
2228,0.161686,0.805276,0.215137,2226.181282,1514.487921,483.621952,2228.425757,142.036167,54.47167218511703,347.8467479028273
2229,0.161939,0.804684,1.211404,1914.968545,1476.926612,402.263258,1620.848527,63.811867,365.33337137249094,1961.7399040325142
2230,0.162829,0.803446,0.199086,4179.58395,1612.270139,638.133715,2280.364552,194.169684,103.87320038342274,324.17033800317125
2231,0.162182,0.804259,0.865504,1880.323647,1553.41074,438.777931,1472.416555,265.659811,220.85390817535884,1403.689552952972
2232,0.16144,0.802868,1.969529,3237.631207,1743.741303,559.664923,2466.205005,82.346134,1016.1433172330369,3179.6000934540625
2233,0.162306,0.80487,1.283438,2321.145965,1351.095569,459.463558,1254.951784,255.067665,442.1181058036454,2083.096535372471
2234,0.162305,0.803715,1.163312,1192.367321,2300.832215,629.373959,1116.223013,77.467967,212.55960677972232,1888.11847745826
2235,0.161827,0.802643,0.581604,4282.084575,1597.391688,367.690509,2398.897451,232.986196,365.32265028136146,941.1912197547113
2236,0.161525,0.806432,1.771215,1706.381003,1059.489664,740.950328,1660.854526,36.79857,482.2446557596853,2860.958670002043
2237,0.16255,0.805162,1.155333,1904.214711,1227.612494,814.490454,1458.460099,92.281615,342.60953246344803,1877.9914545168972
2238,0.162271,0.806219,0.0,2402.082349,1139.30152,333.750022,1649.103609,103.047382,-16.721649959733682,0.0
2239,0.160856,0.804965,0.660145,2947.8316,1591.053832,727.895455,2418.408014,42.063112,306.25919618846603,1061.8832652193992
2240,0.162429,0.804286,1.136853,2509.363229,926.405684,635.995537,1825.923759,127.455053,442.672166017802,1846.5824296622654
2241,0.161374,0.804098,0.887256,2086.523548,1701.314726,521.616904,2363.362359,148.51524,274.7820472094317,1431.8005185433237
2242,0.16156,0.801939,1.5414,2117.960978,979.151928,401.672144,1900.038841,111.376648,509.43979233455894,2490.2906605633148
2243,0.161664,0.803023,0.435597,2061.200627,1664.582991,370.058189,820.794977,77.392211,132.63947915469407,704.2063166696913
2244,0.162607,0.803773,1.087008,2304.636563,1873.860454,416.103885,1179.280806,68.613046,396.2002323335265,1767.5551410828384
2245,0.16265,0.803693,0.685974,2660.594566,1802.792675,327.774767,1283.87619,87.171706,282.67315002902154,1115.734045437693
2246,0.161955,0.803779,1.078797,3065.728451,1204.099335,462.444623,2353.214703,86.057734,521.6957945574752,1747.16475892959
2247,0.161818,0.806955,0.725044,2386.361618,2457.017735,452.884988,1599.543546,58.106519,270.5778324530631,1173.2527185613515
2248,0.162467,0.802602,1.029628,2203.999361,1379.78536,466.08727,2034.653968,31.629651,363.5463750326395,1672.8005537488561
2249,0.162016,0.804941,1.75486,3604.496162,953.776183,652.253328,2359.363502,10.005918,1023.1907405253513,2843.1486965335325
2250,0.162309,0.804582,0.210069,2012.59282,2043.892477,421.792671,1734.975796,64.060272,58.22413535648036,340.96168388027183
2251,0.162431,0.805935,2.029392,2192.128205,1399.823844,536.645,1640.581039,44.762372,715.3319949480994,3296.3526895584578
2252,0.162059,0.803537,2.739197,1943.694476,1401.903906,410.978271,1759.754071,56.541231,853.6649258050242,4439.112977910438
2253,0.16234,0.806499,0.748758,1920.900234,1201.54779,318.147996,1957.494878,545.142814,144.99372366464362,1215.536462787584
2254,0.161649,0.802287,1.699203,2561.603771,1376.323718,423.850625,2448.395959,250.137816,663.1720926378011,2746.7424509315606
2255,0.161398,0.804679,1.448397,2964.923464,1971.437917,346.763247,1695.200975,141.828672,670.2150621361434,2337.6857692925596
2256,0.161974,0.80264,1.384746,1522.413893,1911.215813,634.592253,1324.623014,91.291623,326.678670896168,2242.92158442629
2257,0.161569,0.804297,0.619296,2108.3915,1896.653328,623.419674,2701.491086,25.674037,206.81518601235854,1000.58888467372
2258,0.162142,0.805295,0.527245,1894.704366,1903.5638,624.150945,1896.676559,130.467469,140.82173845146113,854.8882305739868
2259,0.162064,0.803612,0.761091,2198.662991,1561.060742,583.832733,1229.238642,240.918902,232.15071250777854,1233.4540942494075
2260,0.161607,0.804283,0.78716,2135.662062,1302.495932,376.468184,2164.582592,143.196995,248.53662889910032,1272.1029590129094
2261,0.162331,0.805943,0.385146,3506.15049,1232.460809,424.208745,1182.309788,125.803429,198.78670402767017,625.211374162143
2262,0.161661,0.804085,0.606227,3029.700052,1255.634357,704.621205,2033.135679,19.580477,293.7558432419895,980.0351402510387
2263,0.162482,0.803959,1.50333,3245.253467,1665.950986,285.488619,2204.267079,302.764675,743.5046005892475,2442.6393894431008
2264,0.161773,0.803032,1.772287,2185.762574,1359.065206,761.612454,950.086812,219.303888,591.1998227797062,2867.087883393134
2265,0.162379,0.80484,0.546143,2426.694553,1536.927169,379.58588,1916.823362,61.046731,205.29205390720628,886.8226775299374
2266,0.161552,0.805311,2.220385,2569.685459,1713.291957,337.624045,2019.875171,128.453971,901.0116144647072,3587.067654124498
2267,0.162102,0.80522,0.282288,1939.381701,1429.708631,387.266178,1631.215871,142.107348,65.70913490013876,457.5942995342223
2268,0.161758,0.806031,0.407419,1501.548077,1590.036165,639.597883,2194.10846,102.63245,82.35518245078465,659.0317523689722
2269,0.161933,0.805948,0.056303,1896.372323,914.681003,441.580781,1642.936275,130.204982,-3.7945223568882867,91.17358133095686
2270,0.162287,0.802959,0.096634,2575.609785,646.8317,512.098032,1486.620131,41.15426,33.713215261917625,156.82503890020138
2271,0.161661,0.804326,1.570593,3026.938943,1895.011325,363.227498,1894.217893,44.781931,761.3096663002394,2539.030876644318
2272,0.161214,0.803025,0.75946,5060.718048,838.630245,509.923177,2523.631722,119.558865,600.3376741300394,1224.3563906966594
2273,0.161172,0.804515,0.976435,1435.472618,1137.394184,457.842468,2510.044125,154.402405,201.020662709698,1573.7394891719014
2274,0.162048,0.806505,0.817896,2790.688102,1070.881228,606.844662,1770.427141,111.42905,351.8170107858483,1325.385980758672
2275,0.16253,0.804325,0.328111,2401.263643,1078.346468,922.814744,2987.200964,34.032632,122.52282340185376,533.2781321821805
2276,0.162444,0.80428,0.107685,3866.590687,1770.386983,576.043818,1908.776998,49.017899,59.67517802266247,174.9289288238976
2277,0.162721,0.805391,0.0,3033.83241,1368.230123,277.003019,3017.835234,402.635877,-65.51746706441996,0.0
2278,0.161963,0.80564,0.81274,1981.829744,1356.752043,475.235593,2843.983066,16.63854,258.1806438160271,1316.336428078065
2279,0.162809,0.8037,1.158151,1934.324015,1433.220442,541.106663,1573.250384,49.892251,356.607815107517,1885.5719501676504
2280,0.162858,0.802889,0.465059,1962.848267,1250.481979,1030.374161,2092.163182,106.807206,131.26908397792582,757.3866658662886
2281,0.162834,0.805267,0.0,1369.297338,1018.848846,371.100736,2770.017486,141.901627,-23.106410939802974,0.0
2282,0.161801,0.803782,1.392086,1329.845955,1736.576965,687.329956,1208.110716,130.74172,278.3812134318581,2252.4062303414385
2283,0.162819,0.805678,1.459219,1711.236832,1039.00059,559.954973,1985.465757,53.065688,397.92974100003653,2375.882906984204
2284,0.162286,0.805666,0.219273,1489.903038,759.150026,460.479467,2336.863192,140.940064,30.14539669945619,355.8484158368225
2285,0.161897,0.806923,0.320633,1082.029021,1891.066107,884.405255,2157.689703,126.854769,35.63019403642394,519.095439455464
2286,0.162724,0.805358,1.309243,2127.063737,1603.329796,802.301272,2900.319514,165.353215,426.2531658188605,2130.448880645835
2287,0.161622,0.803803,0.0,2311.475712,2304.448677,421.099931,1320.095742,191.488859,-30.948718192044264,0.0
2288,0.161639,0.805218,0.23125,3858.364123,1185.6227,858.898667,1056.69408,49.236255,136.26333029413033,373.79007307731274
2289,0.162419,0.80294,1.650084,907.363996,1426.219773,486.172086,2910.847268,93.61802,227.97271362200303,2680.0496510710536
2290,0.16177,0.803319,0.655033,2036.725017,1521.815302,418.530464,1790.5348,14.939002,213.40390532731922,1059.645169157809
2291,0.161963,0.806531,0.940769,2201.555487,1250.30264,728.500915,2107.815655,176.986413,306.7850307528818,1523.696645211362
2292,0.161925,0.806209,0.329629,2191.353238,814.019177,462.629939,1445.546732,24.851241,112.93965492682655,533.7509680270135
2293,0.162441,0.80399,1.494768,3778.251273,2057.865693,619.234994,2474.573982,16.920955,914.6525513851608,2428.110616081923
2294,0.162825,0.803371,0.878698,1320.974883,1726.061294,903.485576,1064.926952,98.515193,172.95675132980236,1430.7427317228446
2295,0.162393,0.80405,1.427677,2061.230817,1198.648944,663.693263,1739.270409,384.758415,415.402630592423,2318.442784317351
2296,0.162095,0.805841,0.653731,1531.966343,2558.21981,357.027187,1594.869354,138.127412,139.94781814561512,1059.6684562181845
2297,0.162069,0.805383,0.343451,1812.504287,2351.369755,668.117068,2033.342916,115.391319,82.18749457460076,556.6265581503994
2298,0.162093,0.805695,0.855513,1675.602467,1672.283353,388.202681,1928.580397,161.076009,206.25105214495892,1386.7271685391283
2299,0.162211,0.803033,0.490966,2816.341697,995.093582,377.564512,1994.258008,117.351722,205.2584933851611,796.4028781634826
2300,0.161437,0.803614,0.653572,2187.178072,2062.780704,485.236331,2338.462894,86.40606,216.82173765503524,1055.1078611793932
2301,0.161958,0.805394,0.487393,2732.646169,1170.21283,432.407458,1487.537825,74.057584,203.71318295395983,789.371839247154
2302,0.161685,0.804085,0.277163,3495.196378,2612.096708,691.434408,2107.108637,38.835645,150.35114267463462,448.13011907366973
2303,0.161973,0.805897,1.300625,2862.858297,1370.951872,453.340581,2601.348967,143.171357,579.9183745305239,2106.6648716218397
2304,0.162322,0.804851,1.149493,917.198842,695.516891,484.271726,2410.392201,130.640347,149.93265954860175,1865.882111971131
2305,0.162279,0.803055,0.40916,1588.560574,1070.873597,366.716378,1790.19164,81.429665,92.26287709960486,663.9796465140005
2306,0.162773,0.803881,1.803613,3098.834086,2111.125464,538.801787,1779.696558,28.752453,905.0742101876448,2935.795559921798
2307,0.162463,0.804252,0.541035,2200.758081,1014.145757,469.459749,2590.80208,118.402907,174.20668713233567,878.9826360726524
2308,0.161229,0.806771,1.332643,2377.398776,1337.43922,662.582701,1955.964813,60.099092,501.1205218943568,2148.609879485011
2309,0.162316,0.804403,0.0,3185.282865,2213.386335,765.100127,2614.625927,45.217048,-7.339456349279977,0.0
2310,0.162688,0.806174,0.764913,1343.533635,1702.227537,645.782025,1991.259123,34.518731,161.57623444821138,1244.4199666487104
2311,0.162438,0.803436,0.0,2499.345472,2217.104257,439.576077,1529.390732,131.403551,-21.344953596275843,0.0
2312,0.162437,0.806254,0.477312,1311.105581,1656.952198,545.718838,1233.447584,38.789058,95.35322859093489,775.3303644500738
2313,0.162474,0.80496,1.117052,1827.992269,1063.148583,603.146434,2486.478555,1.452088,331.53044260357547,1814.922170382692
2314,0.162562,0.80401,1.059166,3158.944323,1853.246144,435.068734,795.181154,101.966179,527.3321817473242,1721.8031185754235
2315,0.162276,0.805048,0.528395,1879.62757,1997.359788,487.02206,1071.159227,129.086368,140.22245246845955,857.4572716602605
2316,0.162279,0.804599,0.93387,2232.809301,1733.114132,487.553856,1530.12379,21.332104,334.9143000912303,1515.4722204717366
2317,0.162605,0.805017,1.064097,3037.400935,1047.493103,554.014871,2868.951544,122.733859,505.5981339874014,1730.2797324017959
2318,0.162657,0.804377,0.592648,2032.773605,1049.199053,591.356265,1329.815938,46.890526,188.3288011666153,963.9827731346393
2319,0.162404,0.802795,1.250154,2054.514388,1979.906766,443.781253,1478.644022,42.929788,410.15616629696746,2030.30039161738
2320,0.162551,0.804113,0.98108,2012.487829,788.503568,357.05887,2259.080493,116.639869,301.98234170599596,1594.7537229417057
2321,0.161884,0.806194,0.641314,1562.338943,864.118614,328.252657,2007.910574,133.213094,140.63441594731134,1038.1834696984874
2322,0.162452,0.804594,1.826204,2707.054567,1991.85786,538.482814,1762.742647,48.060861,795.2935229679962,2966.697070229116
2323,0.161661,0.807666,0.712618,2612.754618,894.357568,740.457295,2227.84769,105.186648,283.9910580192629,1152.024091104548
2324,0.161881,0.805891,0.375864,3551.830563,1584.892834,323.394616,1906.240823,109.975717,198.30954514702677,608.4540408553911
2325,0.162868,0.80566,1.405579,1799.458899,1675.829747,411.37753,898.592867,18.911921,408.8597984243112,2289.243459456517
2326,0.162198,0.805041,1.224985,2502.255728,1537.839155,561.546341,1557.849314,102.262223,480.58579268083605,1986.8972161683962
2327,0.163021,0.805636,0.0,1798.732673,1195.032248,770.887419,1432.763084,253.025823,-41.248482841688585,0.0
2328,0.161407,0.805741,0.0,3455.15095,1268.81344,541.850225,2025.417872,102.178957,-16.492367617676095,0.0
2329,0.161809,0.804191,1.150702,2338.523663,1686.80684,261.09424,2693.478731,98.440069,419.48947788771164,1861.935132770131
2330,0.162075,0.806908,0.559358,3932.856516,512.509607,524.891449,1780.013921,37.773391,350.42295060204754,906.5804540191966
2331,0.162256,0.803073,1.064002,1993.384766,1419.580621,504.489991,2672.051248,76.912301,331.66061976946924,1726.4109544027742
2332,0.162771,0.805776,0.713293,2386.132867,2423.691479,268.336791,1085.22146,76.525002,264.5824521013125,1161.035574654784
2333,0.162294,0.80503,1.176756,1994.081991,909.016351,800.827048,2644.884042,356.60588,322.95602116672484,1909.8066675686334
2334,0.161967,0.805039,1.290237,3752.870404,1532.220937,261.756102,1420.666717,10.595082,782.5426596809724,2089.7569803805773
2335,0.161941,0.802734,0.0,3012.236446,666.80361,655.062916,3307.2577,46.568318,-7.541321033052248,0.0
2336,0.161214,0.805593,0.408794,2819.028005,1725.650365,420.015508,2352.272178,60.083408,176.0973237160524,659.0343518792812
2337,0.162407,0.805434,1.710281,2938.517657,2163.203215,452.335059,1915.133368,115.303392,797.4804966656501,2777.6132442894364
2338,0.162253,0.805021,1.132619,3050.706801,2478.70176,300.55403,1732.456686,80.622573,547.5481145866119,1837.7031084495463
2339,0.161965,0.80545,1.260354,2559.173607,1661.388042,404.485795,2320.067197,37.878532,516.2757036986397,2041.3256833844557
2340,0.163598,0.804255,2.074006,2191.29706,1307.849957,867.450474,2412.226468,187.174916,712.8939811662168,3393.038250957853
2341,0.162653,0.806672,1.506936,1660.318783,1182.195456,671.072653,2183.789026,42.700899,400.011513306787,2451.0771683287267
2342,0.16261,0.803793,0.972227,1563.540171,2167.888598,411.310915,1098.409842,60.516609,237.3451334464674,1580.9361929421848
2343,0.162416,0.802457,0.350683,1630.806656,1887.126438,675.944672,2513.345605,96.470157,77.21705324417634,569.5670702219617
2344,0.161507,0.806223,1.599406,1193.402164,863.805597,392.880116,2239.47871,413.490512,241.4924484521188,2583.1531373473586
2345,0.162159,0.803345,1.612903,2791.024561,2889.617852,448.505639,1214.711196,237.797256,691.4211458391409,2615.4626166129433
2346,0.162117,0.80533,1.066281,2387.17382,1627.371249,525.234592,2543.361318,76.051801,400.3224521230274,1728.6203592394788
2347,0.161767,0.806626,1.928181,1908.769619,1596.856689,465.304322,2039.51523,219.535196,559.8632814570976,3119.165781758752
2348,0.161901,0.803314,1.141485,1806.903037,981.692911,611.120126,2663.750484,129.522748,312.9599287302707,1848.0782572562243
2349,0.162396,0.804161,1.032817,1430.371166,866.010523,278.093576,1573.589969,129.091714,218.9459519332757,1677.256716210033
2350,0.162101,0.805774,1.600316,2069.257434,1313.189973,291.927727,2241.322848,79.284842,523.9395657535352,2594.127257690334
2351,0.161391,0.806239,1.247275,1770.723407,1434.486903,416.214886,2316.752152,64.916199,345.9689723753366,2012.9958839052042
2352,0.162472,0.803939,1.38145,1634.694256,1545.097932,432.295399,2020.365711,22.449452,363.2546512230916,2244.4689926980745
2353,0.161757,0.804029,0.0,1310.667543,1226.37979,457.549738,2093.515181,68.356105,-11.057064785330358,0.0
2354,0.162185,0.804761,1.179565,1800.498321,1206.234082,319.868622,1760.995209,166.936988,317.3740731527415,1913.0742897812036
2355,0.161741,0.806562,0.749898,1562.091407,1255.623427,490.279866,1768.746326,109.287127,171.78864515630318,1212.8921424220064
